"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자
"제주특별자치도",제주특별자치도 제주시 구좌읍 종달로 59,제주특별자치도 제주시 구좌읍 종달리 4982,어린이보호,6,,종달초 서측 사거리,30,,064-728-2101,33.492701,126.896463,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 평대5길 1,제주특별자치도 제주시 구좌읍 평대리 3344,어린이보호,5,,평대초 정문,30,,064-728-2101,33.529187,126.839646,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 하도3길 4,제주특별자치도 제주시 구좌읍 하도리 2322-5,어린이보호,3,,하도초 정문,30,,064-728-2101,33.517866,126.878097,2021-01-06
"제주특별자치도",제주특별자치도 제주시 수덕로 66,제주특별자치도 제주시 노형동 2584-1,어린이보호,7,,노형제1근린공원,30,,064-728-2101,33.486161,126.470467,2021-01-06
"제주특별자치도",제주특별자치도 제주시 정존5길 67,제주특별자치도 제주시 노형동 2584-1,어린이보호,4,,백록초 정문,30,,064-728-2101,33.486584,126.469677,2021-01-06
"제주특별자치도",제주특별자치도 제주시 해안마을길 75,제주특별자치도 제주시 해안동 1948,어린이보호,4,,해안초 정문,30,,064-728-2101,33.456605,126.454746,2021-01-06
"제주특별자치도",제주특별자치도 제주시 번영로 480,제주특별자치도 제주시 봉개동 2736,어린이보호,5,,봉개초 정문,30,,064-728-2101,33.491091,126.593229,2021-01-06
"제주특별자치도",제주특별자치도 제주시 중앙로 523,제주특별자치도 제주시 아라일동 6174,어린이보호,4,,아라초 정문 동측,30,,064-728-2101,33.476288,126.544655,2021-01-06
"제주특별자치도",제주특별자치도 제주시 아봉로 229,제주특별자치도 제주시 영평동 1830-5,어린이보호,4,,영평초 정문,30,,064-728-2101,33.477876,126.567507,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 천덕로 2,제주특별자치도 제주시 애월읍 곽지리 2495,어린이보호,5,,곽금초 사거리,30,,064-728-2101,33.447789,126.307175,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 납읍로2길 42-2,제주특별자치도 제주시 애월읍 납읍리 1505-1,어린이보호,4,,납읍초 정문,30,,064-728-2101,33.434879,126.330028,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하가로 195,제주특별자치도 제주시 애월읍 하가리 1575-5,어린이보호,6,,더럭초 정문,30,,064-728-2101,33.453988,126.345961,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 장전로 125,제주특별자치도 제주시 애월읍 장전리 1797,어린이보호,7,,장전초 정문,30,,064-728-2101,33.450259,126.391032,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 일주서로 6767,제주특별자치도 제주시 애월읍 신엄리 3208,어린이보호,4,,구엄초 정문,30,,064-728-2101,33.473982,126.374658,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하소로 178,제주특별자치도 제주시 애월읍 수산리 458-5,어린이보호,6,,물메초 진입로 삼거리,30,,064-728-2101,33.466381,126.392899,2021-01-06
"제주특별자치도",제주특별자치도 제주시 우평로 190,제주특별자치도 제주시 도평동 1405,어린이보호,5,,도평초 사거리,30,,064-728-2101,33.481383,126.446321,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구남로 13,제주특별자치도 제주시 이도이동 747,어린이보호,5,,이도초 명주빌라 사거리,30,,064-728-2101,33.489110,126.532201,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 일주동로 1488,제주특별자치도 제주시 조천읍 북촌리 2688,어린이보호,4,,북촌초 정문,30,,064-728-2101,33.547391,126.692764,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 신촌3길 1,제주특별자치도 제주시 조천읍 신촌리 4005,어린이보호,5,,신촌초 정문 서측 삼거리,30,,064-728-2101,33.533131,126.619129,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 신북로 200,제주특별자치도 제주시 조천읍 조천리 3147-1,어린이보호,6,,조천초 정문,30,,064-728-2101,33.535032,126.634463,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 신북로 592,제주특별자치도 제주시 조천읍 함덕리 954-37,어린이보호,6,,함덕초 해변교회,30,,064-728-2101,33.539867,126.672441,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 중산간동로 691,제주특별자치도 제주시 조천읍 대흘리 1651-3,어린이보호,6,,대흘초 동측 삼거리,30,,064-728-2101,33.498839,126.658770,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 함덕22길 28,제주특별자치도 제주시 조천읍 함덕리 287-2,어린이보호,4,,함덕초 후문,30,,064-728-2101,33.537548,126.672371,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한경면 고산로1길 14,제주특별자치도 제주시 한경면 고산리 2750-16,어린이보호,4,,고산초 정문,30,,064-728-2101,33.303625,126.177991,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한경면 중산간서로 3592,제주특별자치도 제주시 한경면 청수리 417-2,어린이보호,5,,저청초 정문,30,,064-728-2101,33.325672,126.251983,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한경면 고산로 25-1,제주특별자치도 제주시 한경면 고산리 2205-1,어린이보호,7,,고산우체국앞,30,,064-728-2101,33.303547,126.179432,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 귀덕14길 18,제주특별자치도 제주시 한림읍 귀덕리 4174,어린이보호,5,,귀덕초 복지회관,30,,064-728-2101,33.442374,126.294545,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 금악로 1-1,제주특별자치도 제주시 한림읍 금악리 3453-22,어린이보호,5,,금악초 사거리,30,,064-728-2101,33.357320,126.295716,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 일주서로 5873,제주특별자치도 제주시 한림읍 귀덕리 1018-5,어린이보호,4,,귀덕초 일광월광마트,30,,064-728-2101,33.443722,126.293625,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 금능길 119-10,제주특별자치도 제주시 한림읍 금능리 2031,어린이보호,6,,재릉초 정문 진입로,30,,064-728-2101,33.390295,126.237032,2021-01-06
"제주특별자치도",제주특별자치도 제주시 월랑북길 30-7,제주특별자치도 제주시 노형동 1297-2,어린이보호,3,,애육어린이집,30,,064-728-2101,33.491885,126.477773,2021-01-06
"제주특별자치도",제주특별자치도 제주시 노형로 393,제주특별자치도 제주시 노형동 1297-4,어린이보호,4,,노형초 정문 동측,30,,064-728-2101,33.484843,126.477028,2021-01-06
"제주특별자치도",제주특별자치도 제주시 아란5길 8,제주특별자치도 제주시 아라일동 6098,어린이보호,4,,아라초 후문,30,,064-728-2101,33.476222,126.542355,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 평화로 2751,제주특별자치도 제주시 애월읍 광령리 4227,어린이보호,6,,관광대유치원,30,,064-728-2101,33.449954,126.437662,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하귀동남3길 27,제주특별자치도 제주시 애월읍 하귀1리 565,어린이보호,6,,하귀일초 정문,30,,064-728-2101,33.484239,126.415139,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하귀동남3길 32,제주특별자치도 제주시 애월읍 하귀1리 565,어린이보호,5,,하귀일초 후문,30,,064-728-2101,33.484369,126.415376,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 평화로 2729,제주특별자치도 제주시 애월읍 광령리 4227,어린이보호,5,,영송학교 입구건너편,30,,064-728-2101,33.448345,126.436019,2021-01-06
"제주특별자치도",제주특별자치도 제주시 성신북길 10,제주특별자치도 제주시 연동 2335-4,어린이보호,6,,연동중부교회,30,,064-728-2101,33.491839,126.482669,2021-01-06
"제주특별자치도",제주특별자치도 제주시 선덕로4길 22,제주특별자치도 제주시 연동 336,어린이보호,5,,신제주초 후문 GS25,30,,064-728-2101,33.483504,126.498420,2021-01-06
"제주특별자치도",제주특별자치도 제주시 남광로4길 18,제주특별자치도 제주시 이도이동 1991-1,어린이보호,5,,103호,30,,064-728-2101,33.492189,126.539410,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구남로2길 12,제주특별자치도 제주시 이도이동 2038,어린이보호,5,,이도초 정문,30,,064-728-2101,33.487958,126.532947,2021-01-06
"제주특별자치도",제주특별자치도 제주시 연북로 607,제주특별자치도 제주시 이도이동 695-3,어린이보호,7,,영지학교 동측 제비표페인트,30,,064-728-2101,33.489550,126.543066,2021-01-06
"제주특별자치도",제주특별자치도 제주시 삼성로9길 23,제주특별자치도 제주시 일도이동 1038-1,어린이보호,3,,일도초 남측 그남자헤어숍,30,,064-728-2101,33.509390,126.530097,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 조와로 13,제주특별자치도 제주시 조천읍 조천리 2202-1,어린이보호,6,,조천삼일어린이집,30,,064-728-2101,33.534418,126.635771,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 한수풀로 30,제주특별자치도 제주시 한림읍 한림리 1309-3,어린이보호,4,,한림성모유치원1,30,,064-728-2101,33.417825,126.265815,2021-01-06
"제주특별자치도",제주특별자치도 제주시 동화로1길 57,제주특별자치도 제주시 화북일동 29-9,어린이보호,5,,88호1,30,,064-728-2101,33.517382,126.576380,2021-01-06
"제주특별자치도",제주특별자치도 제주시 문화마을길 5,제주특별자치도 제주시 건입동 1427-5,어린이보호,8,,교대부설초 정문,30,,064-728-2101,33.513456,126.553206,2021-01-06
"제주특별자치도",제주특별자치도 제주시 동문로 60,제주특별자치도 제주시 일도이동 1050-1,어린이보호,6,,제주동초 정문,30,,064-728-2101,33.513317,126.532982,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 김녕로11길 13,제주특별자치도 제주시 구좌읍 김녕리 2121,어린이보호,1,,김녕초 후문,30,,064-728-2101,33.555525,126.749837,2021-01-06
"제주특별자치도",제주특별자치도 제주시 화삼로 47,제주특별자치도 제주시 도련일동 1966,어린이보호,5,,삼화제4근린공원,30,,064-728-2101,33.514342,126.578003,2021-01-06
"제주특별자치도",제주특별자치도 제주시 화삼로 145,제주특별자치도 제주시 삼양이동 2338,어린이보호,6,,삼화제3근린공원,30,,064-728-2101,33.517294,126.585912,2021-01-06
"제주특별자치도",제주특별자치도 제주시 아란5길 13,제주특별자치도 제주시 아라일동 6175,어린이보호,5,,아라초 남측 공영주차장,30,,064-728-2101,33.475330,126.543628,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 장전4길 2,제주특별자치도 제주시 애월읍 장전리 1797,어린이보호,4,,장전초 정문 서측,30,,064-728-2101,33.450870,126.388336,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하가로 215,제주특별자치도 제주시 애월읍 하가리 1598-1,어린이보호,4,,더럭초 후문 놀이터,30,,064-728-2101,33.453214,126.344745,2021-01-06
"제주특별자치도",제주특별자치도 제주시 용담로 92,제주특별자치도 제주시 용담이동 359-59,어린이보호,5,,제주서초 GS25 사거리,30,,064-728-2101,33.512007,126.512311,2021-01-06
"제주특별자치도",제주특별자치도 제주시 연삼로 550,제주특별자치도 제주시 일도이동 115-9,어린이보호,4,,동광초 정문 동측 사거리,30,,064-728-2101,33.502325,126.547737,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 신북로 598,제주특별자치도 제주시 조천읍 함덕리 4172,어린이보호,4,,함덕2호어린이공원,30,,064-728-2101,33.539258,126.673429,2021-01-06
"제주특별자치도",제주특별자치도 제주시 북성로 9,제주특별자치도 제주시 삼도이동 17-3,어린이보호,5,,제주북초,30,,064-728-2101,33.515652,126.523224,2021-01-06
"제주특별자치도",제주특별자치도 제주시 선사로 3,제주특별자치도 제주시 삼양이동 2139-5,어린이보호,4,,삼양유치원,30,,064-728-2101,33.521859,126.586963,2021-01-06
"제주특별자치도",제주특별자치도 제주시 화삼북로 136,제주특별자치도 제주시 도련이동 548,어린이보호,5,,도련초 후문,30,,064-728-2101,33.515776,126.586429,2021-01-06
"제주특별자치도",제주특별자치도 제주시 화삼로 104,제주특별자치도 제주시 도련일동 2002,어린이보호,5,,도련초 정문,30,,064-728-2101,33.514238,126.584510,2021-01-06
"제주특별자치도",제주특별자치도 제주시 삼봉로 16,제주특별자치도 제주시 삼양이동 2681,어린이보호,4,,삼양초,30,,064-728-2101,33.519868,126.588052,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 납읍로2길 36,제주특별자치도 제주시 애월읍 납읍리 2787,어린이보호,4,,납읍초 후문,30,,064-728-2101,33.435859,126.329951,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 애상로 253,제주특별자치도 제주시 애월읍 하가리 1582-1,어린이보호,5,,더럭초,30,,064-728-2101,33.452737,126.346265,2021-01-06
"제주특별자치도",제주특별자치도 제주시 사평4길 31,제주특별자치도 제주시 오라이동 3827-6,어린이보호,4,,오라초,30,,064-728-2101,33.490510,126.512651,2021-01-06
"제주특별자치도",제주특별자치도 제주시 신산로11길 34-1,제주특별자치도 제주시 일도이동 442,어린이보호,5,,인화초,,,064-728-2101,33.508724,126.537225,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 금능길 119-10,제주특별자치도 제주시 한림읍 협재리 2872,어린이보호,4,,재릉초,,,064-728-2101,33.389661,126.235799,2021-01-06
"제주특별자치도",제주특별자치도 제주시 화삼로1길 20,제주특별자치도 제주시 화북일동 1029,어린이보호,4,,삼화초,,,064-728-2101,33.515062,126.576385,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 중산간동로 2210,제주특별자치도 제주시 구좌읍 송당리 1272-2,어린이보호,3,,송당초 정문1,,,064-728-2101,33.471705,126.779409,2021-01-06
"제주특별자치도",제주특별자치도 제주시 구좌읍 중산간동로 2226,제주특별자치도 제주시 구좌읍 송당리 2774,어린이보호,2,,송당초 정문2,,,064-728-2101,33.472227,126.780709,2021-01-06
"제주특별자치도",제주특별자치도 제주시 태성로1길 36,제주특별자치도 제주시 일도이동 115-7,어린이보호,4,,동광초 후문입구 삼거리,,,064-728-2101,33.501653,126.546543,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하귀9길 34,제주특별자치도 제주시 애월읍 하귀1리 562,어린이보호,4,,하귀9길 54-8 앞,,,064-728-2101,33.483841,126.416262,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 곽지남2길 1,제주특별자치도 제주시 애월읍 곽지리 2495,어린이보호,4,,곽지 새마을금고 삼거리,,,064-728-2101,33.446011,126.309139,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한경면 용고로 129-10,제주특별자치도 제주시 한경면 고산리 3452-11,어린이보호,5,,자구네입구 교차로,,,064-728-2101,33.303897,126.176160,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 함와로 12,제주특별자치도 제주시 조천읍 함덕리 4171,어린이보호,5,,칠돈가사거리,,,064-728-2101,33.538768,126.674145,2021-01-06
"제주특별자치도",제주특별자치도 제주시 조천읍 함덕22길 28,제주특별자치도 제주시 조천읍 함덕리 4172,어린이보호,4,,함덕초 동쪽입구,,,064-728-2101,33.537957,126.673232,2021-01-06
"제주특별자치도",제주특별자치도 제주시 화삼북로2길 32,제주특별자치도 제주시 화북이동 120,생활방범,5,,삼화LH2단지 아파트입구,,,064-728-2101,33.514137,126.576198,2021-01-06
"제주특별자치도",제주특별자치도 제주시 비월길 30,제주특별자치도 제주시 연동 336,기타,17,,신제주초,2,,064-728-2101,33.483102,126.497147,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 하귀9길 50,제주특별자치도 제주시 애월읍 하귀1리 158-1,기타,21,,하귀초,2,,064-728-2101,33.483035,126.415676,2021-01-06
"제주특별자치도",제주특별자치도 제주시 한림읍 한림로4길 7,제주특별자치도 제주시 한림읍 한림리 1383,기타,11,,한마음초,2,,064-728-2101,33.411922,126.261340,2021-01-06
"제주특별자치도",제주특별자치도 제주시 애월읍 곽지8길 28,제주특별자치도 제주시 애월읍 곽지리 2495,생활방범,2,,곽금초등학교후문,30,,064-728-2101,33.447172,126.308423,2021-01-06
"제주특별자치도",제주특별자치도 제주시 삼성로5길 41,제주특별자치도 제주시 일도일동 936-22,생활방범,4,,남수각방면,30,,064-728-2101,33.509599,126.527735,2021-01-06
"제주특별자치도",제주특별자치도 제주시 성화로6길 38,제주특별자치도 제주시 용담이동 606-63,생활방범,3,,아이맘어린이집앞,30,,064-728-2101,33.511196,126.509351,2021-01-06
"제주특별자치도",제주특별자치도 제주시 일주동로 398,제주특별자치도 제주시 삼양이동 1496-4,기타,1,,삼양해수욕장입구,,,064-728-2101,33.521267,126.587446,2021-01-06
"제주특별자치도",제주특별자치도 제주시 고마로9길 25,제주특별자치도 제주시 일도이동 157-25,생활방범,5,,성환사라봉 아파트,30,,064-728-2101,33.510914,126.541872,2021-01-06
"제주특별자치도",제주특별자치도 제주시 동광로23길 5,제주특별자치도 제주시 일도이동 153-5,어린이보호,4,,영락유치원2,30,,064-728-2101,33.510905,126.543414,2021-01-06
"제주특별자치도",제주특별자치도 제주시 고마로13길 40,제주특별자치도 제주시 일도이동 153-5,어린이보호,5,,영락유치원1,30,,064-728-2101,33.510783,126.542631,2021-01-06
"제주특별자치도",제주특별자치도 제주시 거로남6길 41,제주특별자치도 제주시 화북이동 3532,어린이보호,4,,마야유치원,30,,064-728-2101,33.508261,126.564475,2021-01-06
"제주특별자치도",제주특별자치도 제주시 황새왓길 21,제주특별자치도 제주시 이도이동 13-2,어린이보호,4,,제주국제대유치원,30,,064-728-2101,33.498169,126.551443,2021-01-06
"제주특별자치도",제주특별자치도 제주시 연북로 559,제주특별자치도 제주시 이도이동 2020-5,어린이보호,4,,전원유치원,30,,064-728-2101,33.487059,126.539021,2021-01-06
"제주특별자치도",제주특별자치도 제주시 수덕로 69,제주특별자치도 제주시 노형동 2585-4,어린이보호,5,,새순유치원,30,,064-728-2101,33.484735,126.470818,2021-01-06
